window_id,ac_rms,mean_abs,peak_to_peak,crest_factor,kurtosis_pearson,skewness
source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat::w0002,0.4899355942232454,0.30301239238980987,0.460463956729507,-0.33108217215032026,0.04013559395606689,-0.14763326783885136
source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat::w0003,0.47770638128547077,0.29064606141526583,0.4731370558866795,-0.23207082641795687,0.058518912900835114,-0.15422611151358617
source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat::w0004,0.4816016998187661,0.2910549586007195,0.4345237068921694,-0.3184177247148101,0.04581247934655594,-0.17269267936418212
source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat::w0005,0.4776488563188537,0.290223914059187,0.4585827935733642,-0.28834560866009745,0.06049624690366226,-0.21461892670003987
source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat::w0006,0.47660897887641873,0.28399451187116614,0.41571207533074145,-0.4188028193853769,0.03774955352888853,-0.08934085376721822
source/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat::w0007,0.49243531611293045,0.2978519866926687,0.41274181771577906,-0.4196003724046631,0.04309896156333232,-0.06699844299729876
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0000,-0.6669793839507339,-0.5952056155692709,-0.8402299951093819,-0.8723721326300543,-0.6773158016120869,-0.05458215575338235
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0001,-0.6778533320768141,-0.6064415870865068,-0.8635110918272257,-1.0079258092178738,-0.7033073968898511,0.0037351215212664424
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0002,-0.6742134027614515,-0.6034589809209497,-0.8424373439903678,-0.9098795221405187,-0.6876297866238383,-0.1276274972821307
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0003,-0.6769662550640727,-0.6069241769282007,-0.8305889286964652,-0.7271702398372356,-0.6825446736322299,-0.35725402976284465
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0004,-0.6743622332824313,-0.6013282451885883,-0.8597892838485229,-1.0247616466884155,-0.7123868312277007,-0.1867835540754523
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0005,-0.6744199000934066,-0.603952858498393,-0.8515735907040457,-0.9817656651442986,-0.6884821810477281,-0.056511895691014884
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0006,-0.6702860133874532,-0.5991766303144603,-0.8170676794972411,-0.5939487487439954,-0.6735008215365955,-0.23107497138089766
source/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat::w0007,-0.6767196548378063,-0.6044805059970758,-0.8534740883952981,-0.9950021027634465,-0.7072960863788794,-0.008507635954251466
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0000,-0.6863591799354839,-0.6164264210855388,-0.8556220467234326,-0.8315315705323761,-0.6865054938863202,0.20219651022318907
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0001,-0.6858759550845598,-0.6141406533781437,-0.8562258506774243,-0.7843083124776367,-0.7044409313943895,-0.16576888034691992
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0002,-0.6871113187497176,-0.6142790727446331,-0.8656590501553603,-0.994885104260014,-0.7185410925329186,-0.03863677154014661
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0003,-0.6916048728370239,-0.6215778988284624,-0.8453474810800985,-0.7479769390773684,-0.6797250222595483,-0.4684444906791561
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0004,-0.6818540427094375,-0.6105492261654647,-0.8502669985413095,-0.8342935286611451,-0.7002201565787084,-0.2108092375684946
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0005,-0.6908055971834687,-0.6203296349717425,-0.8599080649542261,-0.8647492822406958,-0.7030864590729912,-0.07947290906417974
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0006,-0.6885805724915673,-0.6179159267690684,-0.8746072267850077,-1.063891561569462,-0.7021249122645478,-0.4409794502776957
source/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat::w0007,-0.689282697825366,-0.6172830979813269,-0.8528603860158311,-0.7524715730201852,-0.7052014470188754,0.05843690668295067
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0000,-0.6801590307970822,-0.6094812059349162,-0.860086236612781,-0.9914136438484298,-0.6899862318653428,-0.009301165976810731
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0001,-0.6771139136725668,-0.6062171741810454,-0.8619174453257068,-1.0196587506664765,-0.6892049868481048,-0.1538922497721121
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0002,-0.6789375476647431,-0.6078567775319005,-0.8620065311549842,-1.0161226164817314,-0.6976783158467965,-0.3540634754648247
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0003,-0.6731851909144831,-0.6030011510274322,-0.8228384615493258,-0.5807222305536023,-0.6774056050447654,-0.03355448088441046
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0004,-0.6771862502734171,-0.6064398045259046,-0.8462482377983483,-0.8691637462655021,-0.6884510442907829,-0.0085041641481449
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0005,-0.6826612633382321,-0.6117387452114439,-0.8513756221945401,-0.8765598700024265,-0.6951615904464417,0.021947146559674027
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0006,-0.6910052318131827,-0.6216940577628302,-0.8438033267059556,-0.6999977283257338,-0.6827073518654205,-0.18326411539458715
source/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat::w0007,-0.6884958196757628,-0.6175706507235097,-0.8422888676082388,-0.7311068184407926,-0.6998405615184994,-0.1471925601024887
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0000,-0.6787595052458517,-0.6111983960233108,-0.7442449632756518,0.16629554428747562,-0.5457873265908466,-0.3438637399273483
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0001,-0.6854222833088217,-0.6163475899498083,-0.863550685529127,-0.9956655938294751,-0.6825237985034607,-0.3763426671968265
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0002,-0.6657182732329456,-0.601143987167367,-0.7635369945269604,-0.05010168685940975,-0.5552763967441965,0.09191602228434285
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0003,-0.6985251600686793,-0.6292143104986957,-0.8660549871743711,-0.9060548926431284,-0.6915401616311698,-0.14606886890079487
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0004,-0.6901818350296066,-0.625915224307803,-0.7105210276813941,0.4717923243416459,-0.31230883253834324,0.1486114083183662
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0005,-0.6807946649002531,-0.6162346653923758,-0.725160798959324,0.22881049731181624,-0.45061298606878236,0.09422953902399978
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0006,-0.694347024885661,-0.625517491665329,-0.8435954597709749,-0.7387208866030153,-0.6728208757261898,-0.17872405101892275
source/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat::w0007,-0.6885672059351912,-0.6213820660113865,-0.7888571668927108,-0.29319556543499936,-0.619620423752154,-0.06584024650867652
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0000,0.5163688672241729,0.10245688516607292,1.7666842472027702,1.7327009506300588,2.0712593440011284,0.6654413249472085
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0001,0.45722897843090404,0.09293641222885646,1.426094707353757,1.3140893372072802,1.6451183185739076,0.5795452225443646
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0002,0.4978449091393373,0.09944440552862002,2.045096394311905,2.219009123572672,1.9249228813339339,0.6955302388112823
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0003,0.49181196044528325,0.10162680588630339,1.513024246884988,1.3032130515441596,1.8296223408354029,0.6223697635735606
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0004,0.5369829016098833,0.11127568807031407,1.7733178225428528,1.654385042510178,2.2717913728687114,1.9691798962081695
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0005,0.4906786116944085,0.08321634326458828,2.021532350566537,1.9953404589441472,2.308865374017677,1.2637975477694487
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0006,0.4040980902435347,0.06909493762428942,1.2616414440720103,1.3787265903126935,1.330126026154554,-0.17883021768461066
source/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat::w0007,0.513593711725146,0.09236876269919628,2.054898244441281,1.9993059243278328,2.381398176557307,1.1065666423379799
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0000,0.35664536700112554,0.010792274965296953,1.709061249472501,2.06491871925331,2.0991297020047504,1.4914979082307331
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0001,0.39579957564175655,0.04339690964723797,1.4555002577418847,1.7087562535206364,1.5541221757923491,0.9260696562945848
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0002,0.5008066445325148,0.08957111801257248,1.883811405819451,1.8234273067966584,1.9667500459593417,0.8015004801734799
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0003,0.47346642268932676,0.029726819361520978,1.724506589070305,1.6730870288640471,2.744343228637539,1.2096472304035477
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0004,0.3602926243044115,0.015214651045231675,1.6044091728386622,1.8144931742007226,2.0751062621771896,0.47882110463979594
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0005,0.36134557573261933,0.010590631592552377,1.8170796180699642,2.3798164118113303,1.8028161371117002,0.23821644717397128
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0006,0.6133087947266699,0.14312005250239296,1.6738141924416152,1.1232808118199837,1.9248673841277644,0.664424844794339
source/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat::w0007,0.5221251193929072,0.0586510829095516,1.8943063160589844,1.697407043485329,2.68653119591324,1.0786012851659028
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0000,0.5671951055311463,0.08832611549773448,2.11014503607958,1.9937234442366782,2.3277309788922276,0.7080818975147504
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0001,0.3383170308424216,-0.00030336052897984834,1.713813661656441,2.052474106668656,2.4741515851612395,0.4924440491373039
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0002,0.3278673535148602,-0.008983061292616766,1.6822299223506747,2.0366841995956033,2.015138814974692,0.9239228171396369
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0003,0.4446486519212062,0.05090887213274408,1.5023313194711234,1.463384100055484,2.05047741981838,1.6246270609291205
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0004,0.564492234507159,0.0947724663774806,1.8561880100003012,1.5272659107162476,2.3323015327731134,1.777744561924873
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0005,0.48964468400173844,0.050107637186206935,2.207767503024675,2.2539566288620705,3.0083554430389023,1.5347424505116714
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0006,0.38367497970223363,0.0031828422722612916,2.2093516404193214,2.652405813726278,2.696227703743144,0.8168379612256829
source/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat::w0007,0.37965249037292964,0.002250520677424959,1.4031247151313817,1.5113427650219056,1.9857102428164641,0.046919008706442666
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0000,0.3650574390273653,-0.020178724071635935,1.8124262144731897,2.115219771182513,2.466165467727269,0.5114556892801353
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0001,0.266576466956698,-0.03990196373957565,1.13263325499548,1.294672396924852,1.743700457335112,0.638150152664597
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0002,0.3238241696335216,-0.015333821408146488,1.747872615641342,2.286977360421024,2.138014296613715,1.0503545431265098
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0003,0.42631624988506406,0.017789441677722527,1.5369843249790172,1.5791027997295701,2.001595896236084,0.41477449945155676
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0004,0.471195970144925,0.04979418634315658,2.2093516404193214,2.3191707939597697,2.792187706405183,1.8044887099435625
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0005,0.49644881150198733,0.025956509783687968,2.2005398761615997,2.2303865233908913,2.9290756573872585,1.5738289016248046
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0006,0.26599225649601144,-0.046232332888631836,1.1640189771269152,1.5713285985284733,1.6490906298435815,-1.0825929495923992
source/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat::w0007,0.48282522273035877,0.04173482172549978,1.7614367920830034,1.6297686363272788,2.3931631651551553,1.1771316866499821
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0000,-0.3144286475525576,-0.30591531137895256,-0.23934853907304873,0.3841191717331934,-0.05111969245103514,-0.44438154625041604
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0001,-0.32512486813858893,-0.319572560502281,-0.37059432221951716,-0.2083166262833714,-0.025782925940310942,-0.30317424510635554
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0002,-0.36599024786708617,-0.3490392385944583,-0.35914892954319566,0.11107755396750585,0.0053335408783531475,-0.2845078954256347
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0003,-0.3730878010082191,-0.35188596456714555,-0.21649735715527196,0.6779608678715207,0.059850505335684916,-0.4572890981749227
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0004,-0.3261363274396402,-0.3223020315532167,-0.24691279513248598,0.48484699543051346,0.072711406110454,-0.5042341218437015
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0005,-0.3069860139906448,-0.3134835491024529,-0.20465593013028888,0.30498615744143687,0.1268098577061509,-0.31868892033247925
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0006,-0.3600845899997777,-0.35083250406368344,-0.2708332697916493,0.5497877423448521,0.17876757774713728,-0.6933092135460995
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat::w0007,-0.3767772996332009,-0.36329117100401576,-0.3002190184623432,0.33760475667525164,0.18027719357100402,-0.2954260452104011
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0000,-0.31496616932997507,-0.3035054286971205,-0.320892011462481,-0.08262093719653497,-0.10873513613394471,-0.3111012805238298
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0001,-0.3506024145628735,-0.3341187899892489,-0.3951088484016727,-0.1913284279887643,-0.07384823071861568,-0.5835472483382812
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0002,-0.3705370538465105,-0.3521657112348532,-0.2326159551458008,0.5056759274175172,0.07893096016221973,-0.4320932689594737
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0003,-0.35082034443827265,-0.34076020897913994,-0.1005384998671431,1.118499125830836,0.19874430377128233,-0.5949584008696557
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0004,-0.32930549965779676,-0.32737744911949407,-0.2648927545617246,0.20466117943592235,0.05579307783734991,-0.3799749955423808
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0005,-0.3698476307344517,-0.3617774539495814,-0.3419214353764141,0.07811748407342804,0.10220070863606903,-0.5299093397099284
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0006,-0.3831332316711723,-0.3616957830819837,-0.2500018630520469,0.7859095150996901,0.14314737053977844,-0.7832290181806463
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat::w0007,-0.3432925332241164,-0.32651315945313236,-0.20227972403831895,0.5552026101466819,0.06083686868567606,-0.47171886811794406
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0000,-0.24851689051239245,-0.26987199069021484,-0.13467666072177653,0.33385878296298865,0.14132700561541556,-0.32712311568163494
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0001,-0.2787251516630203,-0.2838105983803876,-0.16505249526412458,0.42671455973644745,0.0650612092923982,-0.2017140896375617
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0002,-0.2816072893563876,-0.2956033007767095,-0.12374611269871526,0.4339766680410853,0.16428547235291716,-0.09015396208910141
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0003,-0.2654132952166219,-0.28292652184046296,0.0784690257279197,1.0457403773497806,0.18144333424900141,-0.33379465209662873
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0004,-0.2657035681019037,-0.2896855058480042,-0.22453685443310323,0.15214441997823086,0.153120701779168,-0.22872892883586105
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0005,-0.2506525532581859,-0.27626570049214866,-0.1804186279921963,0.239576827579962,0.14150572706240114,-0.35112232534188903
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0006,-0.26230861716759907,-0.28372572154087494,-0.18865614244435835,0.2880457693907243,0.12031328405793672,-0.4118911500124267
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat::w0007,-0.26213991966635747,-0.27627395498177765,-0.21538846097901937,0.0661606314959026,0.07016827375041769,-0.24317471768053595
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0000,-0.28607457568194977,-0.2908578758583549,-0.17629987076611528,0.5142735228511881,0.07147535130757511,-0.31503561833686317
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0001,-0.29990101648519985,-0.3064166684582276,-0.27867474989514984,0.009019813940315296,0.08200031670365439,-0.35310663842681517
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0002,-0.29137147215727777,-0.29924749779382853,-0.27804109493729123,-0.0414437443331928,0.056160937913400724,-0.47240352739728203
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0003,-0.2999788111930848,-0.3058638835967977,-0.2192695975959034,0.3072032573203336,0.1423089687444225,-0.32898553166717487
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0004,-0.31118714369347,-0.31171712618830816,-0.2458038989562335,0.28274186629282816,0.06768554147637468,-0.35843234223266424
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0005,-0.29655827307233024,-0.3029880003424716,-0.2534869653202694,0.13226328960981557,0.045963541616865194,-0.5241002587598335
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0006,-0.31571205358506244,-0.3183942252014557,-0.2736055102322808,0.12645167115740083,0.1132754424677199,-0.4582180635728311
source/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat::w0007,-0.30377077214136344,-0.3151311878821422,-0.2728530449698236,0.12178780181359086,0.15885251287292118,-0.4279347022022137
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0000,0.011804148653380612,-0.3157818019352085,1.0436245351337758,2.355148599340252,3.91821395245242,-2.767447513481417
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0001,0.017173830293616334,-0.3207258666590515,1.0746142229165496,2.176626967894694,4.355102010931103,-2.9554520656610945
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0002,5.7619900687206016e-05,-0.3212327623829205,0.9069926848455092,1.9545411308755904,3.694968709512725,-2.4497151573850537
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0003,-0.039876897918630014,-0.3358672930650984,0.8149146987816773,1.8793646488174236,3.470665708321935,-2.215456384700389
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0004,-0.029033809271377158,-0.34751608029104336,0.8377856824168871,1.9173331918575784,3.789020155960368,-3.2154642071635133
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0005,0.017894147417451305,-0.32599649367251443,1.022733723241874,2.07769281546487,4.120041533311734,-2.8469130351435887
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0006,0.01075484679910229,-0.32081376610431367,1.048376947317716,2.4261551162330486,4.242200971060665,-2.4928266825090306
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat::w0007,0.04954532431119502,-0.3097806368209311,1.1528310067772238,2.3758222943636373,4.236001513753223,-2.670548160682841
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0000,-0.04404770919326865,-0.3403894819473234,0.8349144333890903,1.964535194585718,3.84657620636964,-3.4306633904461763
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0001,-0.07966166040526508,-0.3547629517927741,0.9116460884422837,2.3056427292352915,4.311339136160694,-3.260146251677145
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0002,-0.098886654506245,-0.3529006048355385,0.7589748470332203,2.167012086589215,3.4775741721919995,-2.7487854027326466
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0003,-0.058771913309111724,-0.3406448581280779,0.9535267208132524,2.525332396325986,3.9748400486804023,-3.4085868059064857
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0004,-0.056485690925121984,-0.34044018574414303,0.8243205145623914,2.0934195966788267,3.7410262923871587,-3.3119828505247484
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0005,-0.06294830606949918,-0.3379804657092728,0.9503584460239591,2.4098979864326973,3.7316534594567194,-3.5590889531946432
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0006,-0.07872793258914307,-0.35051225218531185,0.9004581180925922,2.4806618674887817,4.048441536286553,-2.834407610292399
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat::w0007,-0.09277677351350423,-0.3452250996981279,0.7866972514395351,2.3881518277308906,3.51452722647829,-2.9130449120141098
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0000,-0.07345762351810803,-0.33809475493389296,0.7366979149210027,1.8617911962280993,3.4061867360091873,-3.2825357048870676
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0001,-0.0900084467242399,-0.34808962313435104,0.7340246830675367,2.072150130547667,3.516255773284735,-3.2943116565729365
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0002,-0.10107708502451658,-0.3607442827965412,0.7144209828087855,1.9876035002406038,3.8615370729006613,-3.3886568781524073
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0003,-0.052382334104566844,-0.3497167816814941,0.9311507801138694,2.280268114217515,4.287403990640165,-4.0408530544749555
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0004,-0.0669079957276337,-0.3442882103347471,0.8563992968039844,2.326629888129138,4.0591593580464345,-3.4187788457052735
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0005,-0.12378666049923152,-0.3621216343395183,0.6111550263952622,1.778018678914476,3.5076125530086593,-3.179460435643131
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0006,-0.11523810392889476,-0.36496298550534945,0.7357078290493487,2.2103951168933276,4.083524076162249,-3.273035116671796
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat::w0007,-0.0917499671024296,-0.3564803375730298,0.8418450344906689,2.2530867724933885,3.814252107304369,-3.5112524948440624
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0000,-0.1572746856843137,-0.3868735226262531,0.716203137377763,2.3828142794572167,4.025504540174268,-3.5389979603320025
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0001,-0.1911930289747879,-0.3941375125132209,0.6328379069844872,2.3173986058614595,3.9063576077602042,-3.8401670335427416
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0002,-0.15272861539815688,-0.3722676642377032,0.6438278601598476,2.1567264521640492,3.6468693343105576,-3.6275330052837553
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0003,-0.1556686213115338,-0.38366971966968416,0.6554118648582007,2.3354263612267805,3.679793062200464,-3.964550067743647
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0004,-0.1920251799881992,-0.3930704908758691,0.5036317007336262,1.9333292857632185,3.43285905912173,-3.6609528649075362
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0005,-0.1425088497808438,-0.3794109943175834,0.7089755105146877,2.195419221578762,4.178531455463732,-3.319992604418021
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0006,-0.16128768093906884,-0.3729339026950395,0.6266003659930663,2.272949914763232,3.8569213521915944,-3.36142148765293
source/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat::w0007,-0.16603839504295836,-0.38384458046259395,0.5243244954511971,1.923956646423639,3.7773934173139603,-3.185278733389708
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0000,0.8642719888788885,0.9292505134068206,0.40274195041207256,-0.8920914904869557,-0.5070036389738912,0.3605633517848285
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0001,0.9093999528271647,0.9727947606822721,0.42957327753389896,-0.9133466265328615,-0.5112277803582961,0.36763807887675676
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0002,0.9565377120876805,1.0078243382308172,0.47729541654762675,-0.8512013069021235,-0.49430677868115214,0.37966173677321285
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0003,0.926216430690395,0.987628036320777,0.4845230434107018,-0.7921943829800794,-0.5029283694635328,0.3635698834063053
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0004,0.8925702480529706,0.9609369556978354,0.3807620440613514,-0.9590237571679148,-0.5292754706815388,0.33479237864637473
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0005,0.9394793585116715,0.9972640683203459,0.4751172276299879,-0.855976898384175,-0.5156786106343348,0.36980037892603873
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0006,0.984888173351429,1.035867931459784,0.5008594602929948,-0.8103187810709317,-0.5007463478904741,0.3956768691672843
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat::w0007,0.9526050732366399,1.0157046638394116,0.4464047373520189,-0.8892813156361231,-0.5024896853350024,0.3765297317034471
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat::w0000,1.106027444794766,1.2120187312183985,0.5254135899100163,-0.9554944647626892,-0.5329525605376169,0.43225494335676873
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat::w0001,1.114613735399263,1.2216532753956588,0.5550171574724742,-0.9193808638352016,-0.5282645223905118,0.4601895364607679
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat::w0002,1.1225140269899574,1.22445752026259,0.5309580707912795,-0.9137257173348837,-0.5366092773181778,0.4276265730176754
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat::w0003,1.130852295645077,1.250329843829555,0.5821455103557968,-0.8764878812585529,-0.5497416691265048,0.42025432733094537
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat::w0004,1.1061503546419382,1.2174043641762695,0.5705615056574439,-0.8576213629158055,-0.5307900478951686,0.43997717727364183
source/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat::w0005,1.1339436356301404,1.2386514755721483,0.5482845735452263,-0.934671430043035,-0.5334662083774185,0.42075933563562135
